x1,y
0.0,0.08124189301909636
0.006711409395973154,0.08772221333637065
0.013422818791946308,0.05793276841016859
0.020134228187919462,0.07325704031498165
0.026845637583892617,0.09731279923787581
0.03355704697986577,0.07268160598311282
0.040268456375838924,0.05696739167071652
0.04697986577181208,0.04660040368623117
0.053691275167785234,0.061433502497687406
0.060402684563758385,0.08038156340053257
0.06711409395973154,0.04309489240605725
0.0738255033557047,0.07902197461836405
0.08053691275167785,0.04732082829674842
0.087248322147651,0.04169801662440957
0.09395973154362416,0.05601376975069909
0.10067114093959731,0.0515704735706353
0.10738255033557047,0.07725140389277911
0.11409395973154363,0.049903582165330626
0.12080536912751677,0.09726342182639398
0.12751677852348994,0.08079702504334045
0.1342281879194631,0.11785431004427346
0.14093959731543623,0.049320902386564947
0.1476510067114094,0.07185968173168167
0.15436241610738255,0.08649871469096163
0.1610738255033557,0.073217923478727
0.16778523489932887,0.14553666831219417
0.174496644295302,0.10865655959663248
0.18120805369127516,0.10704991112196553
0.18791946308724833,0.14923742244355032
0.19463087248322147,0.1401871664765138
0.20134228187919462,0.08677063019545114
0.2080536912751678,0.0781222200598554
0.21476510067114093,0.19360415156685962
0.22147651006711408,0.11194315737935188
0.22818791946308725,0.15023565072047496
0.2348993288590604,0.08955133336994517
0.24161073825503354,0.11654756829406883
0.2483221476510067,0.10639188185734609
0.2550335570469799,0.09455892439019266
0.26174496644295303,0.13321488222917877
0.2684563758389262,0.11682333872029266
0.2751677852348993,0.13875169256066708
0.28187919463087246,0.1291555052770444
0.2885906040268456,0.17808589367279054
0.2953020134228188,0.16720332173114277
0.30201342281879195,0.17193143848160156
0.3087248322147651,0.15975676362893462
0.31543624161073824,0.1624885583930433
0.3221476510067114,0.17642678363542513
0.32885906040268453,0.22466548035506045
0.33557046979865773,0.13605046659027348
0.3422818791946309,0.22363693372038573
0.348993288590604,0.10262780430493298
0.35570469798657717,0.24883055236308588
0.3624161073825503,0.25257246144322304
0.36912751677852346,0.23824490692129885
0.37583892617449666,0.1877949206746545
0.3825503355704698,0.19021466614196866
0.38926174496644295,0.19631030965313756
0.3959731543624161,0.19979884081951388
0.40268456375838924,0.2175945110504323
0.4093959731543624,0.21345145832357712
0.4161073825503356,0.20630740939421077
0.4228187919463087,0.2708599637252984
0.42953020134228187,0.23579163857927155
0.436241610738255,0.253964442402908
0.44295302013422816,0.2698740133268764
0.44966442953020136,0.18652965007103253
0.4563758389261745,0.2337054926526755
0.46308724832214765,0.21246623461811076
0.4697986577181208,0.2239550574492701
0.47651006711409394,0.28694732433583175
0.4832214765100671,0.25274779495961525
0.4899328859060403,0.2994383748420496
0.4966442953020134,0.3167989184476964
0.5033557046979865,0.28793091849613806
0.5100671140939598,0.31866738130550243
0.5167785234899329,0.3106855896994879
0.5234899328859061,0.3389703131425329
0.5302013422818792,0.33714273063544353
0.5369127516778524,0.3387340355539867
0.5436241610738255,0.33371643832110065
0.5503355704697986,0.3493030225138546
0.5570469798657718,0.38989343181819575
0.5637583892617449,0.37022528375357083
0.5704697986577181,0.3317391612344782
0.5771812080536912,0.40758718132147204
0.5838926174496644,0.38187170458481
0.5906040268456376,0.3687312242598998
0.5973154362416108,0.39792307100640595
0.6040268456375839,0.4520233685477268
0.610738255033557,0.4023438550428656
0.6174496644295302,0.42589939923515835
0.6241610738255033,0.41432028427992795
0.6308724832214765,0.42494120782056716
0.6375838926174496,0.4967565981547156
0.6442953020134228,0.4278678656660281
0.6510067114093959,0.4785142353614029
0.6577181208053691,0.4599995742342192
0.6644295302013423,0.4374703023630757
0.6711409395973155,0.4995283012124929
0.6778523489932886,0.49958875206495856
0.6845637583892618,0.5129007007496049
0.6912751677852349,0.5009624631152652
0.697986577181208,0.5108030431105294
0.7046979865771812,0.5055073107946148
0.7114093959731543,0.5427242635597377
0.7181208053691275,0.5295561537004879
0.7248322147651006,0.5653627978360106
0.7315436241610738,0.5880191472588899
0.7382550335570469,0.5635128779408486
0.7449664429530202,0.5535410890885742
0.7516778523489933,0.6113443540009464
0.7583892617449665,0.5979798341185673
0.7651006711409396,0.6079690608278362
0.7718120805369127,0.627529785852575
0.7785234899328859,0.6193471936233611
0.785234899328859,0.6319237604939164
0.7919463087248322,0.5898245351125005
0.7986577181208053,0.6479167579781417
0.8053691275167785,0.6449811817878677
0.8120805369127516,0.7013006074552792
0.8187919463087248,0.6532284358686349
0.825503355704698,0.7086322343638854
0.8322147651006712,0.6897594391306449
0.8389261744966443,0.6806846864715186
0.8456375838926175,0.7858634758980957
0.8523489932885906,0.6776660681173228
0.8590604026845637,0.7089414013290215
0.8657718120805369,0.7451113193572838
0.87248322147651,0.7362688066557809
0.8791946308724832,0.7438164641832914
0.8859060402684563,0.7987618346141228
0.8926174496644295,0.7675252717245084
0.8993288590604027,0.7430657678243292
0.9060402684563759,0.7577749299337085
0.912751677852349,0.7921756715622473
0.9194630872483222,0.8053777245110324
0.9261744966442953,0.8127402998053548
0.9328859060402684,0.8195617799945574
0.9395973154362416,0.8619993748322301
0.9463087248322147,0.8601906426332318
0.9530201342281879,0.8207505564831136
0.959731543624161,0.9691105124651824
0.9664429530201342,0.8584606046808779
0.9731543624161073,0.8854640169728689
0.9798657718120806,0.8799236027351381
0.9865771812080537,0.9140217246594611
0.9932885906040269,0.9579013622611268
1.0,0.9354579519427382
